Blu-Ray/DVD Combo_rp,Blu-Ray/DVD Combo_sp,Blu-Ray_rp,Blu-Ray_sp,DVD_rp,DVD_sp,Essential Art House DVD_rp,Essential Art House DVD_sp,Janus Films DVD_rp,Janus Films DVD_sp,aspect_ratio,color,description,dir_link,duration,lang,title,year
,,,,,,,,,,1.37:1,95 minutes,"The hunchbacked sailor Johannes (Birger Malmsten) longs to escape his home on a salvage ship helmed by his cruel, drunken father (Holger Löwenadler)—and so does the captain himself, who is slowly going blind and planning to leave his wife and son for a music-hall performer named Sally (Gertrud Fridh). The family begins to unravel when the captain invites Sally to live on the ship, where she and Johannes form a tender connection. Told in flashback and inspired in part by French poetic realism, A Ship to India marks a major evolution in Ingmar Bergman’s early filmmaking, demonstrating his gifts as a conjurer of beguiling images and a dramatist of lacerating emotions.",/shop/browse?director=bergman-ingmar,95 minutes,Swedish,A Ship to India,1955
,,$99.95,$79.96,$99.95,$79.96,,,,,1.33:1,Color,"Over a decade in the making, Claude Lanzmann’s nine-hour-plus opus is a monumental investigation of the unthinkable: the murder of more than six million Jews by the Nazis. Using no archival footage, Lanzmann instead focuses on first-person testimonies (of survivors and former Nazis, as well as other witnesses), employing a circular, free-associative method in assembling them. The intellectual yet emotionally overwhelming Shoah is not a film about excavating the past but an intensive portrait of the ways in which the past is always present, and it is inarguably one of the most important cinematic works of all time.",/shop/browse?director=lanzmann-claude,550 minutes,"French,                                          Italian,                                          German,                                          Hebrew,                                          Yiddish,                                          Polish,                                          English",Shoah,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.75:1,Black & White,"In Shock Corridor, the great American writer-director-producer Samuel Fuller masterfully charts the uneasy terrain between sanity and madness. Seeking a Pulitzer Prize, reporter Johnny Barrett (Peter Breck) has himself committed to a mental hospital to investigate a murder. As he closes in on the killer, insanity closes in on him. Constance Towers costars as Johnny’s coolheaded stripper girlfriend. With its startling commentary on racism and other hot-button issues in sixties America and its daring photography by Stanley Cortez, Shock Corridor has had far-reaching influence.",/shop/browse?director=fuller-samuel,101 minutes,English,Shock Corridor,1955
,,,,,,,,,,1.85:1,Color,"In this eerie, existential western directed by Monte Hellman and written by Carole Eastman (Five Easy Pieces), Warren Oates and Will Hutchins play a bounty hunter and his sidekick who are talked by a mysterious woman (Millie Perkins) into leading her into the desert on a murkily motivated revenge mission. Things are further complicated by the addition to their crew of an enigmatic drifter (Jack Nicholson) who seems to delight in sadistically toying with the two men. Hellman’s singular odyssey is a vision of the weird old west unlike any other, a spare and challenging work leading to a provocative ending.",/shop/browse?director=hellman-monte,81 minutes,English,The Shooting,1955
,,,,$39.95,$31.96,,,,,2.35:1,Black & White,"François Truffaut is drunk on the possibilities of cinema in this, his most playful film. Part thriller, part comedy, part tragedy, Shoot the Piano Player relates the adventures of mild-mannered piano player Charlie (Charles Aznavour, in a triumph of hangdog deadpan) as he stumbles into the criminal underworld and a whirlwind love affair. Loaded with gags, guns, clowns, and thugs, this razor-sharp homage to the American gangster film is pure nouvelle vague.",/shop/browse?director=truffaut-francois,81 minutes,French,Shoot the Piano Player,1955
,,,,$29.95,$23.96,,,,,1.33:1,Black & White,"An inept Slovak peasant is torn between greed and guilt when the Nazi-backed bosses of his town appoint him “Aryan controller” of an old Jewish widow’s button shop. Humor and tragedy fuse in this scathing exploration of one cowardly man’s complicity in the horrors of a totalitarian regime. Made near the height of Soviet oppression in Czechoslovakia, The Shop on Main Street features intense editing and camera work which won it the Academy Award™ for Best Foreign Film in 1965.",/shop/browse?director=kadar-jan,125 minutes,Slovak,The Shop on Main Street,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,2.35:1,Color,"The work of two great American artists merges in Short Cuts, a kaleidoscopic adaptation of the stories of renowned author Raymond Carver by maverick director Robert Altman. Epic in scale yet meticulously observed, the film interweaves the stories of twenty-two characters as they struggle to find solace and meaning in contemporary Los Angeles. The extraordinary ensemble cast includes Tim Robbins, Julianne Moore, Robert Downey Jr., Jack Lemmon, and Jennifer Jason Leigh—all giving fearless performances in what is one of Altman’s most compassionate creations.",/shop/browse?director=altman-robert,187 minutes,English,Short Cuts,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"With the lacerating love story Sid & Nancy, Alex Cox reimagines the crash-and-burn affair between punk’s most notorious self-destructive poster children: Sex Pistols bassist Sid Vicious and his girlfriend, Nancy Spungen—brought to visceral life by brilliant performances from Gary Oldman and Chloe Webb. Cox turns his anarchic filmmaking style on the explosive energy of the London punk scene and the degenerate streets of seventies New York, making for an eviscerating depiction of excess and addiction. Through the lens of cinematographer Roger Deakins, the imagery goes from swooning to grimy, and the film’s bleakness is balanced with surreal humor and genuine tenderness, making for an affecting, music-fueled vision of doomed love.",/shop/browse?director=cox-alex,113 minutes,English,Sid & Nancy,1955
,,,,,,,,,,1.37:1,Black & White,"Two sisters—the sickly, intellectual Ester (Ingrid Thulin) and the sensual, pragmatic Anna (Gunnel Lindblom)—travel by train with Anna’s young son, Johan (Jörgen Lindström), to a foreign country that appears to be on the brink of war. Attempting to cope with their alien surroundings, each sister is left to her own vices while they vie for Johan’s affection, and in so doing sabotage what little remains of their relationship. Regarded as one of the most sexually provocative films of its day, Ingmar Bergman’s The Silence offers a disturbing vision of emotional isolation in a suffocating spiritual void.",/shop/browse?director=bergman-ingmar,95 minutes,Swedish,The Silence,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.33:1,Black & White,"Jean-Pierre Melville began his superb feature filmmaking career with this powerful adaptation of an influential underground novel written during the Nazi occupation of France. A cultured, naively idealistic German officer is billeted in the home of a middle-aged man and his grown niece; their response to his presence—their only form of resistance—is complete silence. Constructed with elegant minimalism and shot, by the legendary Henri Decaë, with hushed eloquence, Le silence de la mer points the way toward Melville’s later films about resistance and the occupation (Leon Morin, Priest; Army of Shadows) yet remains a singularly eerie masterwork in its own right.",/shop/browse?director=melville-jean-pierre,87 minutes,French,Le silence de la mer,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"In this chilling adaptation of the best-selling novel by Thomas Harris, the astonishingly versatile director Jonathan Demme crafted a taut psychological thriller about an American obsession: serial murder. As Clarice Starling, an FBI trainee who enlists the help of the infamous Hannibal “the Cannibal” Lecter to gain insight into the mind of another killer, Jodie Foster subverts classic gender dynamics and gives one of the most memorable performances of her career. As her foil, Anthony Hopkins is the archetypal antihero—cultured, quick-witted, and savagely murderous—delivering a harrowing portrait of humanity gone terribly wrong. A gripping police procedural and a disquieting immersion into a twisted psyche, The Silence of the Lambs swept the Academy Awards® (best picture, director, screenplay, actress, actor) and remains a cultural touchstone.",/shop/browse?director=demme-jonathan,118 minutes,English,The Silence of the Lambs,1955
,,,,$24.95,$19.96,,,,,1.33:1,Black & White,"Simon of the Desert is Luis Buñuel’s wicked and wild take on the life of devoted ascetic Saint Simeon Stylites, who waited atop a pillar surrounded by a barren landscape for six years, six months, and six days, in order to prove his devotion to God. Yet the devil, in the figure of the beautiful Silvia Pinal, huddles below, trying to tempt him down. A skeptic’s vision of human conviction, Buñuel’s short and sweet satire is one of the master filmmaker’s most renowned works of surrealism.",/shop/browse?director=bunuel-luis,45 minutes,Spanish,Simon of the Desert,1955
,,,,,,,,,,2.35:1,Color,"In Oshima’s enigmatic tale, four sexually hungry high school students preparing for their university entrance exams meet up with an inebriated teacher singing bawdy drinking songs. This encounter sets them on a less than academic path. Oshima’s hypnotic, free-form depiction of generational political apathy features stunning color cinematography.",/shop/browse?director=oshima-nagisa,103 minutes,Japanese,Sing a Song of Sex,1955
